0 0.0119993 0.599901
1 0.0239948 0.599611
2 0.0359825 0.599135
3 0.047959 0.598483
4 0.0599207 0.597661
5 0.0718643 0.596675
6 0.0837867 0.595534
7 0.0956847 0.594243
8 0.107555 0.592809
9 0.119396 0.591238
10 0.131204 0.589536
11 0.142977 0.587709
12 0.154712 0.585762
13 0.166407 0.583702
14 0.178059 0.581532
15 0.189667 0.579258
16 0.201229 0.576886
17 0.212742 0.57442
18 0.224205 0.571864
19 0.235616 0.569224
20 0.246973 0.566503
21 0.258276 0.563706
22 0.269521 0.560837
23 0.280709 0.5579
24 0.291837 0.554898
25 0.302904 0.551836
26 0.31391 0.548716
27 0.324852 0.545543
28 0.335731 0.54232
29 0.346545 0.539049
30 0.357293 0.535735
31 0.367974 0.53238
32 0.378588 0.528987
33 0.389133 0.525558
34 0.39961 0.522098
35 0.410017 0.518607
36 0.420354 0.515089
37 0.43062 0.511546
38 0.440816 0.507981
39 0.450939 0.504396
40 0.460991 0.500793
41 0.470971 0.497174
42 0.480878 0.493541
43 0.490713 0.489896
44 0.500474 0.486241
45 0.510162 0.482578
46 0.519777 0.478909
47 0.529319 0.475235
48 0.538786 0.471558
49 0.548181 0.467879
50 0.557502 0.464201
51 0.566749 0.460524
52 0.575923 0.456849
53 0.585023 0.453179
54 0.59405 0.449515
55 0.603004 0.445857
56 0.611884 0.442206
57 0.620692 0.438565
58 0.629427 0.434934
59 0.638089 0.431314
60 0.646679 0.427705
61 0.655198 0.42411
62 0.663644 0.420529
63 0.672019 0.416963
64 0.680323 0.413412
65 0.688555 0.409877
66 0.696718 0.406359
67 0.70481 0.40286
68 0.712832 0.399378
69 0.720785 0.395916
70 0.728669 0.392474
71 0.736484 0.389052
72 0.744231 0.385651
73 0.75191 0.382271
74 0.759522 0.378913
75 0.767067 0.375577
76 0.774545 0.372264
77 0.781958 0.368974
78 0.789305 0.365708
79 0.796586 0.362465
80 0.803803 0.359247
81 0.810956 0.356054
82 0.818046 0.352885
83 0.825072 0.349741
84 0.832035 0.346623
85 0.838937 0.34353
86 0.845777 0.340463
87 0.852556 0.337422
88 0.859274 0.334407
89 0.865932 0.331418
90 0.872531 0.328456
91 0.879071 0.325521
92 0.885552 0.322612
93 0.891975 0.31973
94 0.898341 0.316874
95 0.90465 0.314046
96 0.910903 0.311245
97 0.9171 0.30847
98 0.923242 0.305723
99 0.929329 0.303003
100 0.935363 0.30031
101 0.941342 0.297644
102 0.947268 0.295005
103 0.953142 0.292393
104 0.958964 0.289807
105 0.964735 0.287249
106 0.970454 0.284718
107 0.976124 0.282214
108 0.981743 0.279736
109 0.987313 0.277285
110 0.992835 0.274861
111 0.998308 0.272463
112 1.00373 0.270091
113 1.00911 0.267746
114 1.01444 0.265427
115 1.01973 0.263134
116 1.02497 0.260867
117 1.03016 0.258626
118 1.03531 0.25641
119 1.04042 0.254221
120 1.04548 0.252056
121 1.0505 0.249917
122 1.05548 0.247802
123 1.06042 0.245713
124 1.06531 0.243649
125 1.07016 0.241609
126 1.07497 0.239594
127 1.07975 0.237602
128 1.08448 0.235635
129 1.08917 0.233692
130 1.09383 0.231773
131 1.09844 0.229878
132 1.10302 0.228005
133 1.10756 0.226156
134 1.11207 0.22433
135 1.11654 0.222527
136 1.12097 0.220747
137 1.12537 0.218989
138 1.12973 0.217253
139 1.13406 0.215539
140 1.13835 0.213847
141 1.14261 0.212177
142 1.14684 0.210529
143 1.15103 0.208901
144 1.15519 0.207295
145 1.15932 0.20571
146 1.16342 0.204145
147 1.16749 0.202601
148 1.17153 0.201078
149 1.17553 0.199574
150 1.17951 0.19809
151 1.18346 0.196626
152 1.18737 0.195182
153 1.19126 0.193757
154 1.19512 0.192351
155 1.19896 0.190964
156 1.20276 0.189595
157 1.20654 0.188246
158 1.21029 0.186914
159 1.21402 0.185601
160 1.21772 0.184305
161 1.22139 0.183027
162 1.22504 0.181767
163 1.22866 0.180524
164 1.23226 0.179299
165 1.23583 0.17809
166 1.23938 0.176898
167 1.24291 0.175723
168 1.24641 0.174564
169 1.24989 0.173421
170 1.25335 0.172294
171 1.25678 0.171184
172 1.2602 0.170088
173 1.26359 0.169009
174 1.26696 0.167944
175 1.27031 0.166895
176 1.27363 0.16586
177 1.27694 0.164841
178 1.28023 0.163835
179 1.28349 0.162845
180 1.28674 0.161868
181 1.28997 0.160905
182 1.29318 0.159957
183 1.29637 0.159022
184 1.29954 0.1581
185 1.30269 0.157192
186 1.30583 0.156297
187 1.30894 0.155415
188 1.31204 0.154546
189 1.31512 0.15369
190 1.31819 0.152846
191 1.32124 0.152015
192 1.32427 0.151195
