0 0.00999933 0.9998
0.01 0.0199947 0.9992
0.02 0.029982 0.998201
0.03 0.0399573 0.996802
0.04 0.0499167 0.995004
0.05 0.0598561 0.992809
0.06 0.0697716 0.990216
0.07 0.0796591 0.987227
0.08 0.0895148 0.983844
0.09 0.0993347 0.980067
0.1 0.109115 0.975897
0.11 0.118851 0.971338
0.12 0.12854 0.96639
0.13 0.138178 0.961055
0.14 0.14776 0.955336
0.15 0.157283 0.949235
0.16 0.166744 0.942755
0.17 0.176137 0.935897
0.18 0.18546 0.928665
0.19 0.194709 0.921061
0.2 0.20388 0.913089
0.21 0.21297 0.904752
0.22 0.221974 0.896052
0.23 0.23089 0.886995
0.24 0.239713 0.877583
0.25 0.24844 0.867819
0.26 0.257068 0.857709
0.27 0.265593 0.847255
0.28 0.274012 0.836463
0.29 0.282321 0.825336
0.3 0.290518 0.813878
0.31 0.298598 0.802096
0.32 0.306558 0.789992
0.33 0.314397 0.777573
0.34 0.322109 0.764842
0.35 0.329692 0.751806
0.36 0.337144 0.738469
0.37 0.344461 0.724836
0.38 0.35164 0.710914
0.39 0.358678 0.696707
0.4 0.365573 0.682221
0.41 0.372322 0.667463
0.42 0.378921 0.652437
0.43 0.385369 0.637151
0.44 0.391663 0.62161
0.45 0.397801 0.60582
0.46 0.403779 0.589788
0.47 0.409596 0.57352
0.48 0.415249 0.557023
0.49 0.420735 0.540302
0.5 0.426054 0.523366
0.51 0.431202 0.50622
0.52 0.436178 0.488872
0.53 0.440979 0.471328
0.54 0.445604 0.453596
0.55 0.45005 0.435682
0.56 0.454317 0.417595
0.57 0.458402 0.39934
0.58 0.462303 0.380925
0.59 0.46602 0.362358
0.6 0.46955 0.343646
0.61 0.472892 0.324796
0.62 0.476045 0.305817
0.63 0.479008 0.286715
0.64 0.481779 0.267499
0.65 0.484358 0.248175
0.66 0.486742 0.228753
0.67 0.488932 0.209239
0.68 0.490927 0.189641
0.69 0.492725 0.169967
0.7 0.494326 0.150225
0.71 0.495729 0.130424
0.72 0.496934 0.11057
0.73 0.49794 0.0906716
0.74 0.498747 0.0707372
0.75 0.499355 0.0507745
0.76 0.499763 0.0307915
0.77 0.499971 0.0107961
0.78 0.499979 -0.00920354
0.79 0.499787 -0.0291995
0.8 0.499395 -0.0491838
0.81 0.498803 -0.0691484
0.82 0.498012 -0.0890854
0.83 0.497022 -0.108987
0.84 0.495832 -0.128844
0.85 0.494445 -0.148651
0.86 0.49286 -0.168397
0.87 0.491077 -0.188077
0.88 0.489098 -0.207681
0.89 0.486924 -0.227202
0.9 0.484555 -0.246632
0.91 0.481991 -0.265964
0.92 0.479236 -0.285189
0.93 0.476288 -0.3043
0.94 0.47315 -0.32329
0.95 0.469823 -0.34215
0.96 0.466308 -0.360873
0.97 0.462606 -0.379452
0.98 0.458719 -0.397879
0.99 0.454649 -0.416147
