1 0
0.950652 -0.314159
0.805043 -0.597312
0.577665 -0.820748
0.291313 -0.961724
-0.0251977 -1.00578
-0.339931 -0.948234
-0.621052 -0.794648
-0.840051 -0.560325
-0.974627 -0.268764
-1.01097 0.0506869
-0.945153 0.36579
-0.783595 0.644667
-0.542398 0.859028
-0.24576 0.987036
0.0764541 1.01554
0.391721 0.941402
0.668141 0.771883
0.877663 0.523889
0.998937 0.22231
1.01948 -0.102485
0.936976 -0.417708
0.759512 -0.691455
0.504804 -0.89594
0.198425 -1.01032
-0.128767 -1.0228
-0.443733 -0.93187
-0.714592 -0.746481
-0.913842 -0.485148
-1.02116 -0.174115
-1.02547 0.155284
-0.926079 0.469781
-0.732792 0.737534
-0.464927 0.931352
-0.149391 1.03145
0.182021 1.02749
0.495833 0.919597
0.760265 0.718446
0.948454 0.444148
1.04118 0.124265
1.02884 -0.208964
0.912422 -0.521872
0.703445 -0.782765
0.422818 -0.965131
0.0987483 -1.05034
-0.236097 -1.02953
-0.547882 -0.904549
-0.805017 -0.687789
-0.981367 -0.400945
-1.0589 -0.0728534
-1.02953 0.263405
-0.895975 0.573843
-0.671483 0.827004
-0.378535 0.997145
-0.0465929 1.06686
0.29087 1.02885
0.599738 0.886698
0.848707 0.654528
1.01245 0.355599
1.0742 0.01998
1.02747 -0.318477
0.876714 -0.62555
0.636928 -0.870108
0.332144 -1.02727
-0.00697197 -1.08092
-0.346209 -1.02539
-0.651259 -0.866022
-0.891189 -0.618687
-1.04158 -0.30818
-1.087 0.034249
-1.02259 0.374048
-0.854621 0.676847
-0.599809 0.911933
-0.283717 1.05537
0.0618369 1.09242
0.401979 1.01908
0.702297 0.842508
0.932321 0.580299
1.06862 0.258765
1.09718 -0.089721
1.01485 -0.429982
0.829685 -0.727588
0.560163 -0.952336
0.233335 -1.08132
-0.117886 -1.10126
-0.458041 -1.00988
-0.752702 -0.81615
-0.971959 -0.539406
-1.09345 -0.207438
-1.10466 0.146317
-1.00418 0.486137
-0.801904 0.77762
-0.518035 0.991172
-0.181085 1.105
0.174999 1.10736
0.514252 0.997741
0.802324 0.786947
1.00996 0.496056
1.11596 0.154289
1.10936 -0.203914
0.990553 -0.542367
0.771282 -0.826794
0.473476 -1.0283
0.127061 -1.1263
-0.233047 -1.11064
-0.570463 -0.982616
-0.85101 -0.754909
-1.04618 -0.450304
-1.13602 -0.0994161
-1.11119 0.26238
-0.973925 0.598522
-0.737832 0.874954
-0.426547 1.06357
-0.071366 1.14509
0.291897 1.111
0.626525 0.964476
0.898606 0.720053
1.08047 0.402214
1.15351 0.042925
1.11007 -0.32158
0.954267 -0.654451
0.701574 -0.921947
0.377315 -1.09686
0.0141074 -1.16127
-0.351411 -1.10839
-0.682281 -0.943296
-0.944957 -0.682401
-1.11271 -0.351859
-1.16834 0.0150723
-1.10595 0.381373
-0.931559 0.709996
-0.662537 0.967617
-0.325856 1.12801
0.0445989 1.17471
0.411446 1.10273
0.737576 0.919057
0.989908 0.641987
1.14274 0.299317
1.18039 -0.074457
1.09874 -0.441612
0.905787 -0.765
0.620756 -1.01181
0.272254 -1.1569
-0.104631 -1.18534
-0.471852 -1.09397
-0.792248 -0.891749
-1.0333 -0.598851
-1.17045 -0.244677
-1.18956 0.135104
-1.08841 0.502146
-0.876944 0.8193
-0.576278 1.05437
-0.2166 1.18338
0.165859 1.19303
0.532476 1.08205
0.846136 0.861372
1.07499 0.553043
1.19568 0.188034
1.19575 -0.19688
1.07489 -0.562821
0.845033 -0.872734
0.529155 -1.09514
0.158993 -1.20734
-0.228149 -1.19771
-0.593161 -1.06693
-0.899074 -0.827929
-1.11481 -0.50462
-1.21833 -0.129491
-1.19888 0.259648
-1.05815 0.623475
-0.810063 0.925136
-0.479448 1.13397
-0.0995404 1.22863
0.291359 1.19928
0.653744 1.04856
0.950898 0.791437
1.15261 0.453647
1.23825 0.0691573
1.19887 -0.323263
1.03815 -0.683947
0.772054 -0.976341
0.427228 -1.17071
0.0383562 -1.24715
-0.355341 -1.19766
-0.714061 -1.02692
-1.00144 -0.751917
-1.18824 -0.4002
-1.25533 -0.00715265
-1.19563 0.387575
-1.01487 0.744067
-0.731032 1.02618
-0.372573 1.2052
0.0244375 1.26277
0.419944 1.19278
0.773943 1.00199
1.05054 0.709403
1.22156 0.34436
1.26946 -0.0563979
1.1891 -0.452428
0.988284 -0.803667
0.687034 -1.07449
