10000 0.00289175
10000 0.000214667
10000 0.00345794
10000 0.000567564
10000 0.00117481
10000 0.00172354
10000 0.00338324
10000 0.00209753
10000 0.00161007
10000 0.000708453
10000 0.000393351
10000 0.00618176
10000 0.00206731
10000 0.00611958
10000 0.00226766
10000 0.00279449
10000 0.00295522
10000 0.00145768
10000 0.00182485
10000 0.00217284
10000 0.000346875
10000 0.00236787
10000 0.0041978
10000 0.000212608
10000 0.000107559
10000 0.000988615
10000 0.00469188
10000 0.000375213
10000 0.00119067
10000 0.00337465
10000 0.002953
10000 0.00298094
10000 0.000259576
10000 0.00235053
10000 0.00446591
10000 0.00199804
10000 0.000910383
10000 0.00267406
10000 0.00134365
10000 0.0016362
10000 0.00381781
10000 0.00150408
10000 0.000193049
10000 0.00269873
10000 0.00099257
10000 0.0032857
10000 0.00074377
10000 0.00234142
10000 0.00210209
10000 0.00118702
10000 0.0035921
10000 0.00159132
10000 0.00168385
10000 0.00508396
10000 0.00367412
10000 0.0044415
10000 0.00635206
10000 0.00406633
10000 0.000311115
10000 0.00318555
10000 0.00231286
10000 0.000977614
10000 0.00143456
10000 0.00148345
10000 0.00587673
10000 0.00447769
10000 0.00206768
10000 0.00212654
10000 0.00367477
10000 0.00441289
10000 0.00329056
10000 0.00294404
10000 0.00573607
10000 0.00204474
10000 0.00168803
10000 0.000257196
10000 0.00169767
10000 0.000900339
10000 0.00397479
10000 0.0017524
10000 0.00182343
10000 6.28062e-05
10000 0.00173148
10000 0.000339866
10000 0.00247138
10000 0.00492636
10000 0.00275098
10000 0.00595651
10000 0.00366096
10000 0.00161475
10000 0.00402086
10000 0.0026338
10000 0.00870063
10000 0.00385385
10000 0.000365803
10000 0.0043635
10000 0.00200068
10000 0.00142135
10000 0.000781472
10000 0.000694556
10000 0.00428828
10000 0.00210731
10000 0.00177404
10000 0.00509476
10000 0.00211291
10000 0.000430647
10000 0.00161697
10000 0.000884892
10000 0.00560054
10000 0.000275299
10000 0.000872825
10000 0.00698217
10000 0.000431083
10000 0.0115166
10000 0.00143585
10000 0.00375662
10000 0.00167602
10000 0.000765856
10000 0.00267555
10000 0.00595574
10000 0.00413141
10000 0.000823642
10000 0.00256302
10000 0.000577987
10000 0.00378923
10000 0.000340824
10000 0.00252065
10000 0.00401861
10000 0.0043492
10000 0.00236985
10000 0.00444408
10000 0.00265278
10000 0.000696265
10000 0.000345052
10000 0.000106024
10000 0.00197612
10000 0.00143358
10000 0.00110077
10000 0.00269987
10000 0.00325614
10000 0.00732554
10000 0.00556918
10000 0.00432621
10000 0.00306161
10000 0.0032344
10000 0.00327416
10000 0.00630408
10000 0.00110241
10000 0.00135574
10000 0.00477806
10000 0.000471697
10000 0.00573062
10000 0.0024212
10000 0.00205721
10000 0.000408841
10000 0.00282701
10000 0.0041405
10000 0.00215933
10000 9.5847e-05
10000 0.00314416
10000 0.00594851
10000 0.000336801
10000 0.000289639
10000 0.00161114
10000 0.00129878
10000 0.00114045
10000 0.000538012
10000 0.000290663
10000 0.000645997
10000 0.00293639
10000 0.00223165
10000 0.00141651
10000 0.000198731
10000 0.00289626
10000 0.00326547
10000 0.00142696
