0 0.110618
0.25 0.218724
0.5 0.322121
0.75 0.41879
1 0.506957
1.25 0.585162
1.5 0.652303
1.75 0.70767
2 0.750963
2.25 0.78229
2.5 0.802147
2.75 0.811387
3 0.811168
3.25 0.802897
3.5 0.788156
3.75 0.768635
4 0.746051
4.25 0.722078
4.5 0.698276
4.75 0.676032
5 0.656512
5.25 0.640621
5.5 0.628982
5.75 0.621927
6 0.619506
6.25 0.621499
6.5 0.627457
6.75 0.636734
7 0.648542
7.25 0.662
7.5 0.67619
7.75 0.690212
8 0.703231
8.25 0.714521
8.5 0.723501
8.75 0.729757
9 0.73306
9.25 0.733367
9.5 0.730815
9.75 0.725703
10 0.718467
10.25 0.709649
10.5 0.699858
10.75 0.689733
11 0.679905
11.25 0.670959
11.5 0.663401
11.75 0.657633
12 0.653933
12.25 0.652442
12.5 0.653164
12.75 0.655969
13 0.660607
13.25 0.666727
13.5 0.673901
13.75 0.681652
14 0.689487
14.25 0.696925
14.5 0.703523
14.75 0.708908
15 0.71279
15.25 0.714979
15.5 0.715397
15.75 0.714074
16 0.711144
16.25 0.706835
16.5 0.701454
16.75 0.695361
17 0.688951
17.25 0.682624
17.5 0.676768
17.75 0.671728
18 0.66779
18.25 0.665166
18.5 0.663981
18.75 0.664271
19 0.665978
19.25 0.668963
19.5 0.673008
19.75 0.677839
20 0.68314
20.25 0.688574
20.5 0.693803
20.75 0.698512
21 0.702423
21.25 0.705315
21.5 0.707033
21.75 0.707499
22 0.706712
22.25 0.704749
22.5 0.701756
22.75 0.69794
23 0.693553
23.25 0.688878
23.5 0.684208
23.75 0.67983
24 0.676007
24.25 0.672965
24.5 0.670873
24.75 0.669842
