0 1 0 0
0.1 1 0.004987520807 0.005012520859
0.2 0.99 0.009801326693 0.009999326626
0.3 0.9702 0.01420251817 0.01485622968
0.4 0.941094 0.01797765361 0.01947495967
0.5 0.90345024 0.02095333742 0.02374324188
0.6 0.858277728 0.02300751659 0.02754499834
0.7 0.8067810643 0.02407652608 0.03076068287
0.8 0.7503063898 0.02415735274 0.03326776118
0.9 0.6902818786 0.02330506777 0.03494134638
1 0.6281565096 0.02162584984 0.03565499863
1.1 0.5653408586 0.01926643196 0.03528169608
1.2 0.5031533642 0.01640110819 0.03369498136
1.3 0.4427749605 0.01321760224 0.03077028479
1.4 0.3852142156 0.009903116745 0.02638642123
1.5 0.3312842254 0.006631758054 0.0204272529
1.6 0.2815915916 0.003554291148 0.01278350474
1.7 0.2365369369 0.0007908603888 0.003354712835
1.8 0.1963256577 0.00157304142 0.007948720365
1.9 0.1609870393 0.003487417293 0.02120339757
2 0.1303995018 0.004935781416 0.03647076578
2.1 0.1043196015 0.005930923848 0.05379497133
2.2 0.08241248515 0.006509132309 0.07320078621
2.3 0.06428173842 0.006723615322 0.09469166715
2.4 0.04949693858 0.006637824253 0.1182480146
2.5 0.03761767332 0.006319260302 0.1438257015
2.6 0.02821325499 0.005834199743 0.1713549453
2.7 0.02087780869 0.00524360116 0.2007395921
2.8 0.01524080035 0.004600294398 0.2318568838
2.9 0.01097337625 0.00394740982 0.2645577653
3 0.007791097137 0.003317899401 0.298667786
