0 1 0 0
0.25 1 0.03076676552 0.0317434075
0.5 0.9375 0.05500309742 0.06232667475
0.75 0.8203125 0.06547289801 0.08673749739
1 0.6665039062 0.05997324654 0.09887916724
1.25 0.4998779297 0.04204456792 0.09183377933
1.5 0.3436660767 0.0190136093 0.05856603973
1.75 0.2147912979 0.001473868917 0.006815100827
2 0.1208201051 0.01451517816 0.1072534657
2.25 0.06041005254 0.01914945618 0.2406934946
2.5 0.02642939799 0.01750753564 0.3984696745
2.75 0.009911024245 0.01288315664 0.5651949813
3 0.003097195076 0.008011801462 0.7211993841
